embedding_model,corpus,query_id,difficulty,category,query,relevant_functions,top_1_function,top_5_functions,top_10_functions,first_relevant_rank,reciprocal_rank
qwen3-0.6b,raw,q_0950,moderate,data_flow,How does reset state calling resetboard which resets followed generating all possible become the resulting state across the code?,"[""include/board.h::Board::Board::33""]",benchmark_tests/perft_tests.cpp::Test::BenchMark::perftDriver::36,"[""benchmark_tests/perft_tests.cpp::Test::BenchMark::perftDriver::36"", ""include/board.h::Board::Board::33"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""benchmark_tests/search_and_eval.cpp::Test::BenchMark::staticSearch::71"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perft::60""]","[""benchmark_tests/perft_tests.cpp::Test::BenchMark::perftDriver::36"", ""include/board.h::Board::Board::33"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""benchmark_tests/search_and_eval.cpp::Test::BenchMark::staticSearch::71"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perft::60"", ""src/UCI.cpp::resetGameVariables::26"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""src/UCI.cpp::handleGo::194"", ""src/search/see.cpp::see::14"", ""debug_tests/evaluation_tests.cpp::mirrorBitboards::27""]",2,0.5
qwen3-0.6b,raw,q_0951,difficult,state_transition,How is the result of parses chess corresponding reflected in the next state?,"[""src/misc.cpp::parseMove::135""]",debug_tests/see_tests.cpp::Test::Debug::see_test::15,"[""debug_tests/see_tests.cpp::Test::Debug::see_test::15"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""src/misc.cpp::parseMove::135"", ""src/UCI.cpp::handlePosition::122"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27""]","[""debug_tests/see_tests.cpp::Test::Debug::see_test::15"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""src/misc.cpp::parseMove::135"", ""src/UCI.cpp::handlePosition::122"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perftDriver::36"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""src/misc.cpp::algebraicNotation::88"", ""benchmark_tests/search_and_eval.cpp::Test::BenchMark::staticSearch::71"", ""src/UCI.cpp::handlePosition::122""]",3,0.3333333333333333
qwen3-0.6b,raw,q_0952,difficult,state_transition,How does the code move from sets chess engine initializing libraries starting allocates memory structures performs to a resulting state while preserving context?,"[""src/main.cpp::main::10""]",benchmark_tests/perft_tests.cpp::Test::BenchMark::perftDriver::36,"[""benchmark_tests/perft_tests.cpp::Test::BenchMark::perftDriver::36"", ""src/init.cpp::initAll::428"", ""src/main.cpp::main::10"", ""src/hashtable.cpp::initTranspositionTable::48"", ""src/eval/evaluation.cpp::init_tables::22""]","[""benchmark_tests/perft_tests.cpp::Test::BenchMark::perftDriver::36"", ""src/init.cpp::initAll::428"", ""src/main.cpp::main::10"", ""src/hashtable.cpp::initTranspositionTable::48"", ""src/eval/evaluation.cpp::init_tables::22"", ""benchmark_tests/search_and_eval.cpp::Test::BenchMark::staticSearch::71"", ""src/misc.cpp::algebraicNotation::88"", ""src/UCI.cpp::cleanUp::233"", ""debug_tests/move_tests.cpp::Test::Debug::moveSorting::20"", ""include/types.h::UndoInfo::UndoInfo::44""]",3,0.3333333333333333
qwen3-0.6b,raw,q_0953,easy,functionality,What implementation area explains the behaviour described as prepares evaluation masks chess setting them according positions initializes isolated?,"[""src/init.cpp::initEvaluationMasks::358""]",src/init.cpp::initEvaluationMasks::358,"[""src/init.cpp::initEvaluationMasks::358"", ""src/init.cpp::initEvaluationMasks::358"", ""src/init.cpp::setFileAndRankMask::341"", ""src/eval/evaluation.cpp::init_tables::22"", ""src/init.cpp::initAll::428""]","[""src/init.cpp::initEvaluationMasks::358"", ""src/init.cpp::initEvaluationMasks::358"", ""src/init.cpp::setFileAndRankMask::341"", ""src/eval/evaluation.cpp::init_tables::22"", ""src/init.cpp::initAll::428"", ""src/init.cpp::setOccupancies::269"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""src/init.cpp::initialiseSquaresBetween::400"", ""src/eval/evaluation.cpp::evaluate::35"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54""]",1,1.0
qwen3-0.6b,raw,q_0954,moderate,dependencies,What does generates ordered list moves scores each prints them along corresponding need from the surrounding implementation?,"[""include/move.h::Move::Move::27"", ""debug_tests/move_tests.cpp::Test::Debug::printMoveOrdering::50""]",debug_tests/move_tests.cpp::Test::Debug::printMoveOrdering::50,"[""debug_tests/move_tests.cpp::Test::Debug::printMoveOrdering::50"", ""debug_tests/move_tests.cpp::Test::Debug::moveSorting::20"", ""debug_tests/move_tests.cpp::Test::Debug::moveSorting::20"", ""src/misc.cpp::printMovesList::122"", ""src/movegen/movegen.h::addMove::12""]","[""debug_tests/move_tests.cpp::Test::Debug::printMoveOrdering::50"", ""debug_tests/move_tests.cpp::Test::Debug::moveSorting::20"", ""debug_tests/move_tests.cpp::Test::Debug::moveSorting::20"", ""src/misc.cpp::printMovesList::122"", ""src/movegen/movegen.h::addMove::12"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perftDriver::36"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perft::60"", ""debug_tests/move_tests.cpp::Test::Debug::printMoveOrdering::50"", ""src/misc.cpp::printMove::81"", ""src/UCI.cpp::handlePosition::122""]",1,1.0
qwen3-0.6b,raw,q_0955,difficult,state_transition,"If state from an earlier operation persists, what should I trace around initializes evaluation masks moves setting bitmasks target adjacent squares stored?","[""src/init.cpp::maskBishopMoves::182""]",src/init.cpp::initEvaluationMasks::358,"[""src/init.cpp::initEvaluationMasks::358"", ""src/init.cpp::initEvaluationMasks::358"", ""src/init.cpp::setOccupancies::269"", ""src/init.cpp::maskBishopMoves::182"", ""src/init.cpp::maskKingMoves::162""]","[""src/init.cpp::initEvaluationMasks::358"", ""src/init.cpp::initEvaluationMasks::358"", ""src/init.cpp::setOccupancies::269"", ""src/init.cpp::maskBishopMoves::182"", ""src/init.cpp::maskKingMoves::162"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/init.cpp::maskKnightMoves::142"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""src/search/see.cpp::see::14"", ""src/init.cpp::maskRookMoves::198""]",4,0.25
qwen3-0.6b,raw,q_0956,difficult,state_transition,Where should I investigate how command handler chess engine supports commands likeuci isready position others prepares or changes state before the next stage?,"[""src/UCI.cpp::UCI::238""]",src/UCI.cpp::UCI::238,"[""src/UCI.cpp::UCI::238"", ""src/UCI.cpp::handleIsReady::118"", ""src/UCI.cpp::handleUci::31"", ""src/UCI.cpp::handleUci::31"", ""src/UCI.cpp::UCI::238""]","[""src/UCI.cpp::UCI::238"", ""src/UCI.cpp::handleIsReady::118"", ""src/UCI.cpp::handleUci::31"", ""src/UCI.cpp::handleUci::31"", ""src/UCI.cpp::UCI::238"", ""src/UCI.cpp::handlePosition::122"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""src/UCI.cpp::handleOption::66"", ""src/UCI.cpp::UCI::238"", ""include/types.h::UndoInfo::UndoInfo::44""]",1,1.0
qwen3-0.6b,raw,q_0957,difficult,reasoning,What design responsibility is shared by prepares evaluation masks chess setting them according positions initializes isolated and sets masks chess state mask determine whether can occupied type?,"[""src/init.cpp::setFileAndRankMask::341"", ""src/init.cpp::initEvaluationMasks::358""]",src/init.cpp::initEvaluationMasks::358,"[""src/init.cpp::initEvaluationMasks::358"", ""src/init.cpp::setFileAndRankMask::341"", ""src/init.cpp::initEvaluationMasks::358"", ""src/init.cpp::setOccupancies::269"", ""src/init.cpp::maskKingMoves::162""]","[""src/init.cpp::initEvaluationMasks::358"", ""src/init.cpp::setFileAndRankMask::341"", ""src/init.cpp::initEvaluationMasks::358"", ""src/init.cpp::setOccupancies::269"", ""src/init.cpp::maskKingMoves::162"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""src/init.cpp::maskPawnAttacks::123"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67"", ""src/init.cpp::maskBishopMoves::182""]",1,1.0
qwen3-0.6b,raw,q_0958,difficult,cross_function,What interaction connects parses chess corresponding with class represents possible moves chess has methods generate all legal during execution?,"[""src/misc.cpp::parseMove::135"", ""include/move.h::Move::Move::27""]",benchmark_tests/perft_tests.cpp::Test::BenchMark::perftDriver::36,"[""benchmark_tests/perft_tests.cpp::Test::BenchMark::perftDriver::36"", ""src/misc.cpp::parseMove::135"", ""benchmark_tests/puzzle_tests.cpp::Test::BenchMark::matingPuzzles::29"", ""debug_tests/move_tests.cpp::Test::Debug::moveSorting::20"", ""src/misc.cpp::algebraicNotation::88""]","[""benchmark_tests/perft_tests.cpp::Test::BenchMark::perftDriver::36"", ""src/misc.cpp::parseMove::135"", ""benchmark_tests/puzzle_tests.cpp::Test::BenchMark::matingPuzzles::29"", ""debug_tests/move_tests.cpp::Test::Debug::moveSorting::20"", ""src/misc.cpp::algebraicNotation::88"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""benchmark_tests/benchmark_tests.h::Test::BenchMark::Puzzle::Puzzle::25"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perft::60"", ""benchmark_tests/search_and_eval.cpp::Test::BenchMark::staticSearch::71"", ""debug_tests/see_tests.cpp::Test::Debug::see_test::15""]",2,0.5
qwen3-0.6b,raw,q_0959,difficult,cross_function,What interaction connects successfully verifies check valid but fails invalid one with reset state calling resetboard which resets followed generating all possible during execution?,"[""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""include/board.h::Board::Board::33""]",debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27,"[""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""debug_tests/see_tests.cpp::Test::Debug::see_test::15"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27""]","[""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""debug_tests/see_tests.cpp::Test::Debug::see_test::15"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""src/search/see.cpp::see::14"", ""src/UCI.cpp::handlePosition::122"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perftDriver::36""]",1,1.0
qwen3-0.6b,raw,q_0960,easy,functionality,Which part of the code is responsible for initialises squares between pieces attacks?,"[""src/init.cpp::initialiseSquaresBetween::400""]",src/init.cpp::initialiseSquaresBetween::400,"[""src/init.cpp::initialiseSquaresBetween::400"", ""src/init.cpp::initLeaperPiecesAttacks::282"", ""src/init.cpp::maskPawnAttacks::123"", ""src/init.cpp::initialiseLine::416"", ""src/search/see.cpp::see::14""]","[""src/init.cpp::initialiseSquaresBetween::400"", ""src/init.cpp::initLeaperPiecesAttacks::282"", ""src/init.cpp::maskPawnAttacks::123"", ""src/init.cpp::initialiseLine::416"", ""src/search/see.cpp::see::14"", ""include/inline_functions.h::getQueenAttacks::80"", ""src/init.cpp::bishopAttacksOnTheFly::213"", ""src/init.cpp::rookAttacksOnTheFly::241"", ""include/inline_functions.h::getBishopXrayAttacks::60"", ""include/inline_functions.h::getBishopAttacks::52""]",1,1.0
qwen3-0.6b,raw,q_0961,moderate,control_flow,What condition changes the execution path for verifies count possible moves correct provided information?,"[""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67""]",debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67,"[""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perftDriver::36"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perft::60"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countBishopMoves_noEdges::94""]","[""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perftDriver::36"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perft::60"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countBishopMoves_noEdges::94"", ""benchmark_tests/puzzle_tests.cpp::Test::BenchMark::matingPuzzles::29"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countRookMoves_noEdges::105"", ""src/search/see.cpp::see::14"", ""debug_tests/see_tests.cpp::Test::Debug::see_test::15""]",1,1.0
qwen3-0.6b,raw,q_0962,difficult,state_transition,How is the result of takes integer representing chess input bitmask represents all possible knight reflected in the next state?,"[""src/init.cpp::maskKnightMoves::142""]",debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39,"[""debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67"", ""src/init.cpp::maskKnightMoves::142"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""debug_tests/evaluation_tests.cpp::mirrorBitboards::27""]","[""debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67"", ""src/init.cpp::maskKnightMoves::142"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""debug_tests/evaluation_tests.cpp::mirrorBitboards::27"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""src/eval/evaluation.cpp::flip::17"", ""src/init.cpp::maskKingMoves::162"", ""src/misc.cpp::printBitBoard::27""]",3,0.3333333333333333
qwen3-0.6b,raw,q_0963,easy,functionality,Where should I start looking to understand swaps colours all pieces reseting occ occurrences both black white?,"[""debug_tests/evaluation_tests.cpp::swapColours::33""]",debug_tests/evaluation_tests.cpp::swapColours::33,"[""debug_tests/evaluation_tests.cpp::swapColours::33"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""include/types.h::color::32"", ""src/init.cpp::initEvaluationMasks::358"", ""src/eval/evaluation.cpp::flip::17""]","[""debug_tests/evaluation_tests.cpp::swapColours::33"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""include/types.h::color::32"", ""src/init.cpp::initEvaluationMasks::358"", ""src/eval/evaluation.cpp::flip::17"", ""src/search/see.cpp::see::14"", ""src/search/see.cpp::see::14"", ""src/board.cpp::charToPiece::24"", ""src/eval/evaluation.cpp::init_tables::22"", ""include/types.h::make_piece::22""]",1,1.0
qwen3-0.6b,raw,q_0964,difficult,error_handling,Where should I look if runs reading containing strings moves parsing them state applying evaluating produces an unexpected or unusable result?,"[""debug_tests/see_tests.cpp::Test::Debug::see_test::15""]",src/UCI.cpp::handlePosition::122,"[""src/UCI.cpp::handlePosition::122"", ""src/UCI.cpp::handlePosition::122"", ""src/UCI.cpp::handlePosition::122"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""src/UCI.cpp::UCI::238""]","[""src/UCI.cpp::handlePosition::122"", ""src/UCI.cpp::handlePosition::122"", ""src/UCI.cpp::handlePosition::122"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""src/UCI.cpp::UCI::238"", ""src/misc.cpp::parseMove::135"", ""debug_tests/move_tests.cpp::Test::Debug::moveSorting::20"", ""debug_tests/see_tests.cpp::Test::Debug::see_test::15"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""src/UCI.cpp::handlePosition::122""]",8,0.125
qwen3-0.6b,raw,q_0965,easy,input_output,How does the system turn class transfer ownership one variable another takes parameter representing stores into an outcome used elsewhere?,"[""include/move.h::Move::Move::29""]",src/init.cpp::setOccupancies::269,"[""src/init.cpp::setOccupancies::269"", ""include/types.h::UndoInfo::UndoInfo::44"", ""src/UCI.cpp::handleUci::31"", ""src/hashtable.cpp::initTranspositionTable::48"", ""src/UCI.cpp::handleOption::66""]","[""src/init.cpp::setOccupancies::269"", ""include/types.h::UndoInfo::UndoInfo::44"", ""src/UCI.cpp::handleUci::31"", ""src/hashtable.cpp::initTranspositionTable::48"", ""src/UCI.cpp::handleOption::66"", ""src/search/see.cpp::see::14"", ""include/move.h::Move::Move::35"", ""src/misc.cpp::algebraicNotation::88"", ""include/move.h::Move::Move::31"", ""src/misc.cpp::getStringFlags::97""]",,0.0
qwen3-0.6b,raw,q_0966,difficult,reasoning,Why does the implementation need both mirrors chess representation evaluates both white black pieces checks mismatches and reset state calling resetboard which resets followed generating all possible to achieve its result?,"[""include/board.h::Board::Board::33"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54""]",debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54,"[""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""debug_tests/evaluation_tests.cpp::mirrorBitboards::27"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27""]","[""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""debug_tests/evaluation_tests.cpp::mirrorBitboards::27"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/misc.cpp::printBitBoard::27"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perftDriver::36"", ""debug_tests/evaluation_tests.cpp::swapColours::33"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67""]",1,1.0
